Action,Sequence,Data
fight,12,[0.5422776341438293 0.5804585814476013 -1.0209208726882935 ... 0.0 0.0 0.0]
fight,12,[0.5389431715011597 0.5799722671508789 -0.9852691888809204 ... 0.0 0.0 0.0]
fight,12,[0.537918210029602 0.5795559287071228 -1.014227271080017 ... 0.0 0.0 0.0]
fight,12,[0.536934494972229 0.5783361792564392 -1.0272783041000366 ... 0.0 0.0 0.0]
fight,12,[0.5367437601089478 0.5763064026832581 -1.0901103019714355 ... 0.0 0.0 0.0]
fight,12,[0.5366186499595642 0.576180636882782 -1.0575335025787354 ... 0.0 0.0 0.0]
fight,12,[0.5366393327713013 0.575897753238678 -1.049797534942627 ... 0.0 0.0 0.0]
fight,12,[0.5459763407707214 0.5744798183441162 -1.0834685564041138 ... 0.0 0.0 0.0]
fight,12,[0.5365992784500122 0.5758855938911438 -1.1019816398620605 ... 0.0 0.0 0.0]
fight,12,[0.5366244316101074 0.575873613357544 -1.107275128364563 ... 0.0 0.0 0.0]
fight,12,[0.5376638174057007 0.5757499933242798 -1.1104446649551392 ... 0.0 0.0 0.0]
fight,12,[0.5378124713897705 0.57568359375 -1.055769681930542 ... 0.0 0.0 0.0]
fight,12,[0.538009524345398 0.5749465227127075 -1.070814847946167 ... 0.0 0.0 0.0]
fight,12,[0.5380956530570984 0.5746930837631226 -1.1108431816101074 ... 0.0 0.0 0.0]
fight,12,[0.5384925603866577 0.5736621618270874 -1.1212775707244873 ... 0.0 0.0 0.0]
fight,12,[0.5389176607131958 0.5736247897148132 -1.1264957189559937 ... 0.0 0.0 0.0]
fight,12,[0.5389659404754639 0.5733718872070312 -1.1384577751159668 ... 0.0 0.0 0.0]
fight,12,[0.5389837622642517 0.5733175277709961 -1.0916727781295776 ... 0.0 0.0 0.0]
fight,12,[0.5461243391036987 0.5758258104324341 -1.0998609066009521 ... 0.0 0.0 0.0]
fight,12,[0.5463359355926514 0.5783647298812866 -1.1345781087875366 ... 0.0 0.0 0.0]
fight,12,[0.5455249547958374 0.5827796459197998 -1.1197654008865356 ... 0.0 0.0 0.0]
fight,12,[0.5450397729873657 0.5850922465324402 -1.1302204132080078 ... 0.0 0.0 0.0]
fight,12,[0.5450316667556763 0.5855220556259155 -1.11647629737854 ... 0.0 0.0 0.0]
fight,12,[0.5451788306236267 0.583217978477478 -1.1123595237731934 ... 0.0 0.0 0.0]
fight,12,[0.5451892018318176 0.58234703540802 -1.138169527053833 ... 0.0 0.0 0.0]
fight,13,[0.5399140119552612 0.5731558203697205 -1.0992608070373535 ... 0.0 0.0 0.0]
fight,13,[0.539908230304718 0.5731621384620667 -1.1297366619110107 ... 0.0 0.0 0.0]
fight,13,[0.5440860986709595 0.5727404952049255 -1.0483314990997314 ... 0.0 0.0 0.0]
fight,13,[0.5440287590026855 0.5724881291389465 -1.1117010116577148 ... 0.0 0.0 0.0]
fight,13,[0.5440272092819214 0.5724756121635437 -1.1076633930206299 ... 0.0 0.0 0.0]
fight,13,[0.5440264940261841 0.572381854057312 -1.1264352798461914 ... 0.0 0.0 0.0]
fight,13,[0.543824315071106 0.5719643235206604 -1.082585334777832 ... 0.0 0.0 0.0]
fight,13,[0.5433417558670044 0.5718464255332947 -1.0643908977508545 ... 0.0 0.0 0.0]
fight,13,[0.5432503819465637 0.5718442797660828 -1.0509512424468994 ... 0.0 0.0 0.0]
fight,13,[0.5431832671165466 0.5717989802360535 -1.0910292863845825 ... 0.0 0.0 0.0]
fight,13,[0.543155312538147 0.5719585418701172 -1.1279717683792114 ... 0.0 0.0 0.0]
fight,13,[0.5423921942710876 0.5718282461166382 -1.1210882663726807 ... 0.0 0.0 0.0]
fight,13,[0.5410369038581848 0.5731515288352966 -1.1304965019226074 ... 0.0 0.0 0.0]
fight,13,[0.5413326025009155 0.571938693523407 -1.1396398544311523 ... 0.0 0.0 0.0]
fight,13,[0.5411578416824341 0.5720797777175903 -1.1621935367584229 ... 0.0 0.0 0.0]
fight,13,[0.5408429503440857 0.5723667740821838 -1.1575117111206055 ... 0.0 0.0 0.0]
fight,13,[0.5404883623123169 0.5728617310523987 -1.0716021060943604 ... 0.0 0.0 0.0]
fight,13,[0.5403221845626831 0.5725585222244263 -1.072932481765747 ... 0.0 0.0 0.0]
fight,13,[0.5402895212173462 0.5725736618041992 -1.1267715692520142 ... 0.0 0.0 0.0]
fight,13,[0.5402193665504456 0.5724592804908752 -1.1269348859786987 ... 0.0 0.0 0.0]
fight,13,[0.5402873754501343 0.57154780626297 -1.121265172958374 ... 0.0 0.0 0.0]
fight,13,[0.5403122305870056 0.571516215801239 -1.108481764793396 ... 0.0 0.0 0.0]
fight,13,[0.5402718782424927 0.5714502334594727 -1.1195151805877686 ... 0.0 0.0 0.0]
fight,13,[0.5423672199249268 0.5732266306877136 -1.138493299484253 ... 0.0 0.0 0.0]
fight,13,[0.5430722832679749 0.5731685757637024 -1.1557824611663818 ... 0.0 0.0 0.0]
fight,13,[0.543925404548645 0.5731784105300903 -1.1036771535873413 ... 0.0 0.0 0.0]
fight,13,[0.5447406768798828 0.5731879472732544 -1.0596470832824707 ... 0.0 0.0 0.0]
fight,13,[0.5449100732803345 0.5732179880142212 -1.0434479713439941 ... 0.0 0.0 0.0]
fight,13,[0.5449175834655762 0.5729854702949524 -1.0340173244476318 ... 0.0 0.0 0.0]
fight,13,[0.5446683764457703 0.5728922486305237 -1.0713430643081665 ... 0.0 0.0 0.0]
fight,14,[0.5402585864067078 0.5712714791297913 -1.129059076309204 ... 0.0 0.0 0.0]
fight,14,[0.5380246043205261 0.5717368721961975 -1.122741937637329 ... 0.0 0.0 0.0]
fight,14,[0.5350791811943054 0.5719140768051147 -1.1181964874267578 ... 0.0 0.0 0.0]
fight,14,[0.5352131128311157 0.5713192224502563 -1.1001830101013184 ... 0.0 0.0 0.0]
fight,14,[0.5365703105926514 0.5710703730583191 -1.0864406824111938 ... 0.0 0.0 0.0]
fight,14,[0.5385800004005432 0.5712042450904846 -1.0490015745162964 ... 0.0 0.0 0.0]
fight,14,[0.5404114127159119 0.571399450302124 -1.104659080505371 ... 0.0 0.0 0.0]
fight,14,[0.5411015748977661 0.5714057683944702 -1.0993061065673828 ... 0.0 0.0 0.0]
fight,14,[0.542096734046936 0.5714274644851685 -1.1009948253631592 ... 0.0 0.0 0.0]
fight,14,[0.5429794192314148 0.5706806182861328 -1.082108497619629 ... 0.0 0.0 0.0]
fight,14,[0.544177234172821 0.5706813931465149 -1.0394480228424072 ... 0.0 0.0 0.0]
fight,14,[0.544951319694519 0.5707438588142395 -1.014906883239746 ... 0.0 0.0 0.0]
fight,14,[0.5364081263542175 0.571875810623169 -1.090552568435669 ... 0.0 0.0 0.0]
fight,14,[0.5449416041374207 0.5709753036499023 -0.9582304954528809 ... 0.0 0.0 0.0]
fight,14,[0.5449265241622925 0.5709788203239441 -0.9839072227478027 ... 0.0 0.0 0.0]
fight,14,[0.5448790192604065 0.57094806432724 -0.9965699315071106 ... 0.0 0.0 0.0]
fight,14,[0.5447309613227844 0.5707005262374878 -1.0151281356811523 ... 0.0 0.0 0.0]
fight,14,[0.5447571277618408 0.5706490874290466 -1.0262906551361084 ... 0.0 0.0 0.0]
fight,14,[0.5445915460586548 0.570263683795929 -1.0679744482040405 ... 0.0 0.0 0.0]
fight,14,[0.5442603230476379 0.570155680179596 -1.0717599391937256 ... 0.0 0.0 0.0]
fight,14,[0.5436550974845886 0.5702055096626282 -1.0762197971343994 ... 0.0 0.0 0.0]
fight,14,[0.543374240398407 0.5702371597290039 -1.0929052829742432 ... 0.0 0.0 0.0]
fight,14,[0.5431275963783264 0.5702716112136841 -1.1020498275756836 ... 0.0 0.0 0.0]
fight,14,[0.5358660817146301 0.5718056559562683 -1.085984706878662 ... 0.0 0.0 0.0]
fight,14,[0.5355640053749084 0.5717732906341553 -1.0888631343841553 ... 0.0 0.0 0.0]
fight,14,[0.5355685949325562 0.5718331933021545 -1.1649534702301025 ... 0.0 0.0 0.0]
fight,14,[0.5353120565414429 0.571910560131073 -1.159299612045288 ... 0.0 0.0 0.0]
fight,14,[0.5350750088691711 0.5719080567359924 -1.1161787509918213 ... 0.0 0.0 0.0]
fight,14,[0.5350297689437866 0.571949303150177 -1.0978329181671143 ... 0.0 0.0 0.0]
fight,14,[0.5350086688995361 0.5719472169876099 -1.075740933418274 ... 0.0 0.0 0.0]
fight,15,[0.5431134700775146 0.5702047348022461 -1.0450928211212158 ... 0.0 0.0 0.0]
fight,15,[0.5477648377418518 0.5640843510627747 -0.7799800634384155 ... 0.0 0.0 0.0]
fight,15,[0.5539555549621582 0.5418182611465454 -0.7810045480728149 ... 0.0 0.0 0.0]
fight,15,[0.5463719964027405 0.5622444152832031 -0.724141001701355 ... 0.0 0.0 0.0]
fight,15,[0.5370357632637024 0.5733756422996521 -0.7376453876495361 ... 0.0 0.0 0.0]
fight,15,[0.5294837355613708 0.579055666923523 -0.7021239995956421 ... 0.0 0.0 0.0]
fight,15,[0.5223707556724548 0.5779122114181519 -0.7764096856117249 ... 0.0 0.0 0.0]
fight,15,[0.5214293599128723 0.5788822770118713 -0.8397718667984009 ... 0.0 0.0 0.0]
fight,15,[0.5227830410003662 0.5804027915000916 -0.8330286741256714 ... 0.0 0.0 0.0]
fight,15,[0.5236703157424927 0.5812376737594604 -0.8135080337524414 ... 0.0 0.0 0.0]
fight,15,[0.5234479308128357 0.5807284712791443 -0.865423858165741 ... 0.0 0.0 0.0]
fight,15,[0.5233556032180786 0.5805515646934509 -0.8517502546310425 ... 0.0 0.0 0.0]
fight,15,[0.5482280254364014 0.5595265030860901 -0.7711624503135681 ... 0.0 0.0 0.0]
fight,15,[0.5211541056632996 0.5804198980331421 -0.8091040849685669 ... 0.0 0.0 0.0]
fight,15,[0.5190728306770325 0.5800741314888 -0.7635219693183899 ... 0.0 0.0 0.0]
fight,15,[0.5194205045700073 0.5798177123069763 -0.8595060110092163 ... 0.0 0.0 0.0]
fight,15,[0.5194731950759888 0.5787996649742126 -0.8531183004379272 ... 0.0 0.0 0.0]
fight,15,[0.5192170739173889 0.5763922333717346 -0.836197018623352 ... 0.0 0.0 0.0]
fight,15,[0.5198015570640564 0.5740691423416138 -0.8349471092224121 ... 0.0 0.0 0.0]
fight,15,[0.5214133858680725 0.5741402506828308 -0.8394581079483032 ... 0.0 0.0 0.0]
fight,15,[0.5242742896080017 0.5744423270225525 -0.9380943179130554 ... 0.0 0.0 0.0]
fight,15,[0.5258046984672546 0.5744015574455261 -0.9389034509658813 ... 0.0 0.0 0.0]
fight,15,[0.5264865756034851 0.5736629962921143 -0.8791778683662415 ... 0.0 0.0 0.0]
fight,15,[0.5509082078933716 0.5498149991035461 -0.8028830289840698 ... 0.0 0.0 0.0]
fight,15,[0.5514575242996216 0.5401545763015747 -0.8434053659439087 ... 0.0 0.0 0.0]
fight,15,[0.5571121573448181 0.532483696937561 -0.8418282270431519 ... 0.0 0.0 0.0]
fight,15,[0.5585246682167053 0.5306075811386108 -0.8343885540962219 ... 0.0 0.0 0.0]
fight,15,[0.5582408905029297 0.5321252942085266 -0.7570370435714722 ... 0.0 0.0 0.0]
fight,15,[0.5569524765014648 0.5323498845100403 -0.7771044373512268 ... 0.0 0.0 0.0]
fight,15,[0.5556387305259705 0.532481849193573 -0.8060267567634583 ... 0.0 0.0 0.0]
fight,16,[0.523696780204773 0.571137547492981 -0.842918872833252 ... 0.0 0.0 0.0]
fight,16,[0.523657500743866 0.5702410340309143 -0.7806221842765808 ... 0.0 0.0 0.0]
fight,16,[0.5193067789077759 0.5658966302871704 -0.9070914387702942 ... 0.0 0.0 0.0]
fight,16,[0.5189165472984314 0.5661381483078003 -0.8342610597610474 ... 0.0 0.0 0.0]
fight,16,[0.5175278782844543 0.5682196021080017 -0.8748856782913208 ... 0.0 0.0 0.0]
fight,16,[0.5171781182289124 0.5694363713264465 -0.8612265586853027 ... 0.0 0.0 0.0]
fight,16,[0.5154513716697693 0.5697944164276123 -0.8629841804504395 ... 0.0 0.0 0.0]
fight,16,[0.5146890878677368 0.5700063705444336 -0.8119150996208191 ... 0.0 0.0 0.0]
fight,16,[0.5146652460098267 0.5698655843734741 -0.8029545545578003 ... 0.0 0.0 0.0]
fight,16,[0.5146714448928833 0.565466582775116 -0.7994434833526611 ... 0.0 0.0 0.0]
fight,16,[0.5141834020614624 0.5610460638999939 -0.7680528163909912 ... 0.0 0.0 0.0]
fight,16,[0.5141977071762085 0.5594615340232849 -0.7771473526954651 ... 0.0 0.0 0.0]
fight,16,[0.5236631035804749 0.5695574879646301 -0.794766902923584 ... 0.0 0.0 0.0]
fight,16,[0.5142019987106323 0.5590596795082092 -0.7700799107551575 ... 0.0 0.0 0.0]
fight,16,[0.5139331817626953 0.5582481026649475 -0.7585856318473816 ... 0.0 0.0 0.0]
fight,16,[0.51373690366745 0.5577410459518433 -0.7434503436088562 ... 0.0 0.0 0.0]
fight,16,[0.5130816102027893 0.5580587983131409 -0.735612154006958 ... 0.0 0.0 0.0]
fight,16,[0.5122865438461304 0.5583312511444092 -0.6863583326339722 ... 0.0 0.0 0.0]
fight,16,[0.511978030204773 0.5583909153938293 -0.6924430131912231 ... 0.0 0.0 0.0]
fight,16,[0.5113831758499146 0.5615469813346863 -0.6590888500213623 ... 0.0 0.0 0.0]
fight,16,[0.5107466578483582 0.5654281973838806 -0.6470235586166382 ... 0.0 0.0 0.0]
fight,16,[0.5107892155647278 0.5688186883926392 -0.655857503414154 ... 0.0 0.0 0.0]
fight,16,[0.5087546110153198 0.5701661705970764 -0.6678860187530518 ... 0.0 0.0 0.0]
fight,16,[0.5232986807823181 0.5691785216331482 -0.7443638443946838 ... 0.0 0.0 0.0]
fight,16,[0.5216257572174072 0.5691908001899719 -0.7446890473365784 ... 0.0 0.0 0.0]
fight,16,[0.5209369659423828 0.5692114233970642 -0.7548112869262695 ... 0.0 0.0 0.0]
fight,16,[0.5211488008499146 0.5674493908882141 -0.762069582939148 ... 0.0 0.0 0.0]
fight,16,[0.520610511302948 0.5667094588279724 -0.7577820420265198 ... 0.0 0.0 0.0]
fight,16,[0.5203321576118469 0.5661422610282898 -0.7651406526565552 ... 0.0 0.0 0.0]
fight,16,[0.5199198722839355 0.5659043192863464 -0.8424294590950012 ... 0.0 0.0 0.0]
fight,17,[0.5085511803627014 0.571071982383728 -0.67243891954422 ... 0.0 0.0 0.0]
fight,17,[0.5084718465805054 0.5721579194068909 -0.6805386543273926 ... 0.0 0.0 0.0]
fight,17,[0.5079637169837952 0.5774727463722229 -0.6468331217765808 ... 0.0 0.0 0.0]
fight,17,[0.5079761743545532 0.5778719186782837 -0.6496137976646423 ... 0.0 0.0 0.0]
fight,17,[0.5082882046699524 0.5781874060630798 -0.6166608333587646 ... 0.0 0.0 0.0]
fight,17,[0.5088697075843811 0.5781969428062439 -0.6496793031692505 ... 0.0 0.0 0.0]
fight,17,[0.5089075565338135 0.5782250761985779 -0.6566445827484131 ... 0.0 0.0 0.0]
fight,17,[0.5089595317840576 0.5780510306358337 -0.6647389531135559 ... 0.0 0.0 0.0]
fight,17,[0.509280800819397 0.5762765407562256 -0.6430617570877075 ... 0.0 0.0 0.0]
fight,17,[0.5092766284942627 0.5753853917121887 -0.5988879203796387 ... 0.0 0.0 0.0]
fight,17,[0.5098498463630676 0.5750243663787842 -0.5818662047386169 ... 0.0 0.0 0.0]
fight,17,[0.5100197196006775 0.5748143792152405 -0.5876259803771973 ... 0.0 0.0 0.0]
fight,17,[0.5081650018692017 0.5721367001533508 -0.6448643207550049 ... 0.0 0.0 0.0]
fight,17,[0.5105115175247192 0.5742306113243103 -0.5702040195465088 ... 0.0 0.0 0.0]
fight,17,[0.5108451843261719 0.573559582233429 -0.5806626081466675 ... 0.0 0.0 0.0]
fight,17,[0.5112251043319702 0.5735545754432678 -0.5533992052078247 ... 0.0 0.0 0.0]
fight,17,[0.5112346410751343 0.573685348033905 -0.5574672818183899 ... 0.0 0.0 0.0]
fight,17,[0.5111135244369507 0.5755245685577393 -0.535811722278595 ... 0.0 0.0 0.0]
fight,17,[0.5102444887161255 0.5772887468338013 -0.549967348575592 ... 0.0 0.0 0.0]
fight,17,[0.5090020895004272 0.579023003578186 -0.5544170141220093 ... 0.0 0.0 0.0]
fight,17,[0.5074335932731628 0.5795828104019165 -0.5507193803787231 ... 0.0 0.0 0.0]
fight,17,[0.5063568353652954 0.579603374004364 -0.5529557466506958 ... 0.0 0.0 0.0]
fight,17,[0.5063775181770325 0.5800396203994751 -0.5533069968223572 ... 0.0 0.0 0.0]
fight,17,[0.507853627204895 0.5721134543418884 -0.6596592664718628 ... 0.0 0.0 0.0]
fight,17,[0.5078125 0.5729433298110962 -0.6379185914993286 ... 0.0 0.0 0.0]
fight,17,[0.5078734159469604 0.5747212767601013 -0.6399036645889282 ... 0.0 0.0 0.0]
fight,17,[0.5079157948493958 0.576177179813385 -0.6409795880317688 ... 0.0 0.0 0.0]
fight,17,[0.5079291462898254 0.577147364616394 -0.674312949180603 ... 0.0 0.0 0.0]
fight,17,[0.5079044103622437 0.5772130489349365 -0.6741920709609985 ... 0.0 0.0 0.0]
fight,17,[0.5079637765884399 0.5772078633308411 -0.6823487281799316 ... 0.0 0.0 0.0]
fight,18,[0.5063949823379517 0.5799701809883118 -0.554990828037262 ... 0.0 0.0 0.0]
fight,18,[0.5086334943771362 0.5760205984115601 -0.5573402047157288 ... 0.0 0.0 0.0]
fight,18,[0.5142092108726501 0.5727388858795166 -0.6349340081214905 ... 0.0 0.0 0.0]
fight,18,[0.5145718455314636 0.5720754265785217 -0.6297887563705444 ... 0.0 0.0 0.0]
fight,18,[0.5153060555458069 0.5720871686935425 -0.5958207845687866 ... 0.0 0.0 0.0]
fight,18,[0.5164774656295776 0.5727491974830627 -0.587077260017395 ... 0.0 0.0 0.0]
fight,18,[0.5172621011734009 0.5730369687080383 -0.608352780342102 ... 0.0 0.0 0.0]
fight,18,[0.5181487202644348 0.5729728937149048 -0.5539360642433167 ... 0.0 0.0 0.0]
fight,18,[0.5188245177268982 0.5729438662528992 -0.5615416169166565 ... 0.0 0.0 0.0]
fight,18,[0.5188854932785034 0.5733243823051453 -0.5724592804908752 ... 0.0 0.0 0.0]
fight,18,[0.5187321305274963 0.5733116269111633 -0.6095170974731445 ... 0.0 0.0 0.0]
fight,18,[0.5180371999740601 0.5734843015670776 -0.6234584450721741 ... 0.0 0.0 0.0]
fight,18,[0.5092918872833252 0.5756152272224426 -0.5392534732818604 ... 0.0 0.0 0.0]
fight,18,[0.5156688094139099 0.5750306248664856 -0.5991770029067993 ... 0.0 0.0 0.0]
fight,18,[0.5132716298103333 0.5755330324172974 -0.6288391351699829 ... 0.0 0.0 0.0]
fight,18,[0.5102908611297607 0.5770179629325867 -0.6548744440078735 ... 0.0 0.0 0.0]
fight,18,[0.5075963139533997 0.5787007808685303 -0.7042344212532043 ... 0.0 0.0 0.0]
fight,18,[0.5029510259628296 0.5788905620574951 -0.6873745918273926 ... 0.0 0.0 0.0]
fight,18,[0.4998851716518402 0.5812216997146606 -0.6729326248168945 ... 0.0 0.0 0.0]
fight,18,[0.5000818967819214 0.5835950374603271 -0.6692603826522827 ... 0.0 0.0 0.0]
fight,18,[0.5003259778022766 0.5837870240211487 -0.6976225972175598 ... 0.0 0.0 0.0]
fight,18,[0.5005320906639099 0.583751380443573 -0.6849401593208313 ... 0.0 0.0 0.0]
fight,18,[0.501234233379364 0.5835193395614624 -0.6373524069786072 ... 0.0 0.0 0.0]
fight,18,[0.5099605321884155 0.5756069421768188 -0.6022255420684814 ... 0.0 0.0 0.0]
fight,18,[0.5107043385505676 0.5756164193153381 -0.6309851408004761 ... 0.0 0.0 0.0]
fight,18,[0.5111919641494751 0.575538694858551 -0.6539005041122437 ... 0.0 0.0 0.0]
fight,18,[0.5119576454162598 0.5741084218025208 -0.6184387803077698 ... 0.0 0.0 0.0]
fight,18,[0.5133918523788452 0.5735229253768921 -0.6131895780563354 ... 0.0 0.0 0.0]
fight,18,[0.513788104057312 0.572765052318573 -0.6099956035614014 ... 0.0 0.0 0.0]
fight,18,[0.5140296220779419 0.5727449059486389 -0.6144458651542664 ... 0.0 0.0 0.0]
fight,19,[0.5035603642463684 0.5835360884666443 -0.7021855115890503 ... 0.0 0.0 0.0]
fight,19,[0.5050445795059204 0.5803179144859314 -0.6844951510429382 ... 0.0 0.0 0.0]
fight,19,[0.5107662677764893 0.5771468877792358 -0.6178011894226074 ... 0.0 0.0 0.0]
fight,19,[0.5119004845619202 0.5768198370933533 -0.6189262866973877 ... 0.0 0.0 0.0]
fight,19,[0.5132862329483032 0.5765723586082458 -0.6242688894271851 ... 0.0 0.0 0.0]
fight,19,[0.5144369602203369 0.5761349201202393 -0.6257936954498291 ... 0.0 0.0 0.0]
fight,19,[0.5150147676467896 0.5755870938301086 -0.5966934561729431 ... 0.0 0.0 0.0]
fight,19,[0.5155181288719177 0.5755109190940857 -0.5985711812973022 ... 0.0 0.0 0.0]
fight,19,[0.5163954496383667 0.5744916796684265 -0.5880922675132751 ... 0.0 0.0 0.0]
fight,19,[0.5174427032470703 0.5744866728782654 -0.531715989112854 ... 0.0 0.0 0.0]
fight,19,[0.5180582404136658 0.5739068984985352 -0.5564994812011719 ... 0.0 0.0 0.0]
fight,19,[0.5180894136428833 0.5739001631736755 -0.5664644837379456 ... 0.0 0.0 0.0]
fight,19,[0.5067427158355713 0.5785948038101196 -0.6820149421691895 ... 0.0 0.0 0.0]
fight,19,[0.5176931619644165 0.5738626718521118 -0.5496176481246948 ... 0.0 0.0 0.0]
fight,19,[0.5176773071289062 0.5739598870277405 -0.684129536151886 ... 0.0 0.0 0.0]
fight,19,[0.5173759460449219 0.5737801194190979 -0.6134515404701233 ... 0.0 0.0 0.0]
fight,19,[0.5171068906784058 0.5728254318237305 -0.6436254382133484 ... 0.0 0.0 0.0]
fight,19,[0.5164475440979004 0.5724954605102539 -0.6267944574356079 ... 0.0 0.0 0.0]
fight,19,[0.5160557627677917 0.5724831223487854 -0.5979860424995422 ... 0.0 0.0 0.0]
fight,19,[0.5160765647888184 0.5717287063598633 -0.6580554842948914 ... 0.0 0.0 0.0]
fight,19,[0.5160847902297974 0.5713045597076416 -0.6696130037307739 ... 0.0 0.0 0.0]
fight,19,[0.5160853862762451 0.5710097551345825 -0.6943888664245605 ... 0.0 0.0 0.0]
fight,19,[0.5163156390190125 0.5710161924362183 -0.6459356546401978 ... 0.0 0.0 0.0]
fight,19,[0.5076812505722046 0.5776861906051636 -0.6652162671089172 ... 0.0 0.0 0.0]
fight,19,[0.5085715651512146 0.5770751237869263 -0.702574610710144 ... 0.0 0.0 0.0]
fight,19,[0.5090707540512085 0.577022135257721 -0.6723657846450806 ... 0.0 0.0 0.0]
fight,19,[0.5091565847396851 0.5772325396537781 -0.6487782001495361 ... 0.0 0.0 0.0]
fight,19,[0.5093462467193604 0.5775247812271118 -0.629581093788147 ... 0.0 0.0 0.0]
fight,19,[0.5094894766807556 0.5776071548461914 -0.6260256767272949 ... 0.0 0.0 0.0]
fight,19,[0.509712278842926 0.5776148438453674 -0.6126559972763062 ... 0.0 0.0 0.0]
fight,2,[0.5394254326820374 0.5713717937469482 -1.0309207439422607 ... 0.0 0.0 0.0]
fight,2,[0.539010226726532 0.5710974335670471 -1.0480841398239136 ... 0.0 0.0 0.0]
fight,2,[0.5356588363647461 0.5697124600410461 -1.0233761072158813 ... 0.0 0.0 0.0]
fight,2,[0.5353218913078308 0.5696176886558533 -1.031510591506958 ... 0.0 0.0 0.0]
fight,2,[0.5353155732154846 0.5696526765823364 -1.0209141969680786 ... 0.0 0.0 0.0]
fight,2,[0.5353524088859558 0.5696660876274109 -1.0219104290008545 ... 0.0 0.0 0.0]
fight,2,[0.5352011919021606 0.5694116950035095 -1.0258355140686035 ... 0.0 0.0 0.0]
fight,2,[0.535106360912323 0.5693618059158325 -1.0200233459472656 ... 0.0 0.0 0.0]
fight,2,[0.5350970029830933 0.5694599747657776 -1.0487711429595947 ... 0.0 0.0 0.0]
fight,2,[0.534996747970581 0.5700718760490417 -1.0192838907241821 ... 0.0 0.0 0.0]
fight,2,[0.5349873304367065 0.5701243877410889 -1.0365480184555054 ... 0.0 0.0 0.0]
fight,2,[0.5349870920181274 0.5702480673789978 -1.0618407726287842 ... 0.0 0.0 0.0]
fight,2,[0.5386307239532471 0.5701649785041809 -1.0638543367385864 ... 0.0 0.0 0.0]
fight,2,[0.5350845456123352 0.5703627467155457 -1.1095653772354126 ... 0.0 0.0 0.0]
fight,2,[0.5350139141082764 0.570498526096344 -1.1271611452102661 ... 0.0 0.0 0.0]
fight,2,[0.5353751182556152 0.5704936385154724 -1.1166913509368896 ... 0.0 0.0 0.0]
fight,2,[0.5354015827178955 0.5705324411392212 -1.1059372425079346 ... 0.0 0.0 0.0]
fight,2,[0.5353114008903503 0.5709540247917175 -1.1033776998519897 ... 0.0 0.0 0.0]
fight,2,[0.5354288816452026 0.5715704560279846 -1.0407130718231201 ... 0.0 0.0 0.0]
fight,2,[0.5354655385017395 0.5715786814689636 -1.0526938438415527 ... 0.0 0.0 0.0]
fight,2,[0.5354291200637817 0.5715874433517456 -1.0909156799316406 ... 0.0 0.0 0.0]
fight,2,[0.5353676080703735 0.5716131925582886 -1.0663741827011108 ... 0.0 0.0 0.0]
fight,2,[0.5353816747665405 0.5714084506034851 -1.0692880153656006 ... 0.0 0.0 0.0]
fight,2,[0.5376983284950256 0.569678008556366 -1.0652868747711182 ... 0.0 0.0 0.0]
fight,2,[0.5370702147483826 0.5697000026702881 -1.075899362564087 ... 0.0 0.0 0.0]
fight,2,[0.5369071364402771 0.5695706605911255 -1.0983103513717651 ... 0.0 0.0 0.0]
fight,2,[0.5366679430007935 0.5695984959602356 -1.0972321033477783 ... 0.0 0.0 0.0]
fight,2,[0.5364471673965454 0.5697649121284485 -1.0945345163345337 ... 0.0 0.0 0.0]
fight,2,[0.5366234183311462 0.5697811841964722 -1.1216799020767212 ... 0.0 0.0 0.0]
fight,2,[0.5361219644546509 0.5697818398475647 -1.0742653608322144 ... 0.0 0.0 0.0]
fight,20,[0.5170677900314331 0.5705417990684509 -0.610800564289093 ... 0.0 0.0 0.0]
fight,20,[0.5170708298683167 0.5709389448165894 -0.6130698919296265 ... 0.0 0.0 0.0]
fight,20,[0.5127202868461609 0.573752760887146 -0.7501056790351868 ... 0.0 0.0 0.0]
fight,20,[0.5112103223800659 0.5746305584907532 -0.8238031268119812 ... 0.0 0.0 0.0]
fight,20,[0.5105704069137573 0.5749704241752625 -0.7765675187110901 ... 0.0 0.0 0.0]
fight,20,[0.5105252861976624 0.5757068991661072 -0.700414776802063 ... 0.0 0.0 0.0]
fight,20,[0.510543704032898 0.575773298740387 -0.7311971187591553 ... 0.0 0.0 0.0]
fight,20,[0.5105617642402649 0.576302170753479 -0.7478793859481812 ... 0.0 0.0 0.0]
fight,20,[0.5105257034301758 0.5764274001121521 -0.7196432948112488 ... 0.0 0.0 0.0]
fight,20,[0.5105357766151428 0.5763870477676392 -0.6773743033409119 ... 0.0 0.0 0.0]
fight,20,[0.5112614035606384 0.5757353901863098 -0.5943149328231812 ... 0.0 0.0 0.0]
fight,20,[0.5116209983825684 0.5752696394920349 -0.5704491138458252 ... 0.0 0.0 0.0]
fight,20,[0.5170566439628601 0.5712903141975403 -0.6359642148017883 ... 0.0 0.0 0.0]
fight,20,[0.5117759108543396 0.5751355290412903 -0.6028271317481995 ... 0.0 0.0 0.0]
fight,20,[0.5120872855186462 0.5746176838874817 -0.5994935631752014 ... 0.0 0.0 0.0]
fight,20,[0.5120983719825745 0.5746009945869446 -0.6490369439125061 ... 0.0 0.0 0.0]
fight,20,[0.512092649936676 0.574702262878418 -0.6499773859977722 ... 0.0 0.0 0.0]
